User ID,Predicted User Category,Recommended News Category,Recommended Article
U4880,user_2,Crime,3 People Shot In 1 Week By Toddlers Wielding Guns
U0315,user_2,Crime,"Bail Set At $1.2 Milion For Ebony Wilkerson, Mom Who Allegedly Drove Kids Into Ocean"
U4157,user_1,Tech,Tim Cook's July Fourth Tweet Has A Not-So-Subtle Message
U9107,user_1,Tech,"Snapchat Released New Trophies, And We Know How To Unlock Them"
U5195,user_2,Crime,"Kansas Bar Shooting Leaves 4 Dead, 5 Injured"
U2050,user_1,Tech,The Top 5 Music Apps for Offline Listening
U7178,user_1,Tech,Cyber Monday Deals: How To Find The Best Online Sales And Save Some Major Green
U9981,user_2,Crime,Cops Didn't Enter Home Where Family Was Murdered Until Hours After First 911 Call
U7849,user_3,Entertainment,Christina Aguilera's New Single 'Accelerate' Is A Comeback Worth Waiting For
U9533,user_1,Tech,New York Bans Sex Offenders On Parole From Pokemon Go
U6374,user_2,Crime,FBI arrests brother of San Bernardino terrorist and 2 others on marriage fraud charges
U8182,user_2,Crime,High School Softball Coach Molested Young Student: Cops
U3537,user_1,Tech,"Netflix Is Working On Letting You Watch TV Shows, Movies Without Internet"
U9300,user_3,Entertainment,Hanson Pointed Out That They're A Lot Like Taylor Swift
U5834,user_3,Entertainment,Kesha's Powerful Performance Is The One The Grammys Needed
U1845,user_3,Entertainment,'Captain America: The Winter Soldier' Super Bowl Trailer Is Here
U9265,user_3,Entertainment,"James Randi, Famed Magician And Skeptic, Dies At 92"
U2046,user_3,Entertainment,24: Live Another Day... Spectacular!
U9437,user_2,Crime,NYPD Sergeant Shot In The Face While On Duty In Queens
U9656,user_2,Crime,Woman Alleges Rapper Young Lo Raped Her While She Was Trapped In Chris Brown's Home
U6185,user_2,Crime,Jury Moves Closer To Death Penalty In James Holmes Trial
U6232,user_1,Tech,Elon Musk's Tweet Gives Creepy Insight Into Future Of Humanoid Robots
U6420,user_1,Tech,Why Apple Is So Wrong To Exploit The Image Of Martin Luther King
U2111,user_1,Tech,Netflix Gained 3.6 Million More Subscribers In 3 Months
U9201,user_2,Crime,LAPD Finds Huge Arsenal In Man's Home While Investigating His Death
U2932,user_2,Crime,Tim Kaine's Son Arrested For Allegedly Rioting At Pro-Trump Rally
U0146,user_1,Tech,"Internet Access Still Limited For Low-Income, Uneducated Americans"
U3993,user_2,Crime,Baltimore Detective Killed A Day Before Testifying In Federal Case Against Fellow Cops
U9578,user_3,Entertainment,Real Frustrated Lawyers Tell A Fake Trump They Won't Save Him
U3759,user_1,Tech,Facebook’s Response To Philando Castile Shooting Video Isn’t Good Enough
U8421,user_3,Entertainment,Jaden Smith Explains Why He Wore A Batman Costume To Kimye's Wedding
U6034,user_2,Crime,Officer Caught On Video Punching Woman Resigns
U7759,user_2,Crime,No Retrial For White Cop Who Killed Unarmed Black Man Jonathan Ferrell
U9787,user_1,Tech,NY Tech Scene - Rising:  NY Stars Light up NYTM
U3644,user_2,Crime,"NYPD Officers Fire 84 Shots At Suspect, Miss 83 Times"
U7023,user_1,Tech,"47 Best Vines Of The Week, In One Video: Oct. 7 - Oct. 11, 2013"
U9822,user_3,Entertainment,Selena Gomez Isn't Ruling Out A Second Season Of '13 Reasons Why'
U8345,user_2,Crime,Tragic: Dog Dragged 4 Miles Along Highway Before Being Thrown In Ditch (GRAPHIC)
U5991,user_3,Entertainment,Chuck Lorre Slyly Trolls Trump After Episode Of ‘The Big Bang Theory’
U8649,user_1,Tech,Snapchat Users Don't Want To Start Paying For Lenses
U7203,user_2,Crime,18-Year-Old Indiana Man Arrested For Planning To Join Islamic State
U5660,user_2,Crime,"Carnell Moore, Houston Airport Shooter, Left 'Monster Within Me' Suicide Note"
U6005,user_2,Crime,Utah Woman Sentenced To 30 Years For Killing Baby With Methadone
U5802,user_3,Entertainment,Presidents vs. Fantasy Creatures
U1834,user_2,Crime,Human Skull Found Near Hollywood Sign In Los Angeles
U4628,user_3,Entertainment,Coming Soon To An Arena Near You: Vin Diesel In 'Fast And Furious' Live
U0492,user_1,Tech,'Fire Emblem Fates' Will Teach You Harsh Lessons In Life And Death
U3473,user_1,Tech,Wayne Dobson Doesn't Have Your Cell Phone -- But He Might Get Your 911 Call
U8204,user_3,Entertainment,Matt Damon Reveals The Fun Reason Why He Did 'The Martian'
U1339,user_2,Crime,Newlywed Couple Crash Cars Into Each Other In Fatal Accident
U9532,user_1,Tech,Film Asks iPhone Fans Waiting Days In Line One Simple Question: Why?
U3619,user_2,Crime,Mayor De Blasio Postpones Italian Vacation In Light Of Man's Chokehold Death
U5820,user_2,Crime,A Lesson of the Boston Bombings: Stop Classifying Criminal Anarchist Violence as Acts of War
U4519,user_1,Tech,Massive Tinder Photo Grab Is Latest Scary Warning To Be Careful What You Post
U9313,user_1,Tech,PRISM Spying Denials From Tech Companies Baffle Security Experts
U0704,user_3,Entertainment,Alicia Keys Hopes To 'Make The World A Better Place' With Nude Photo
U3596,user_1,Tech,Technical Literacy: Can Everyone Learn to Code?
U6556,user_2,Crime,'Criminal Minds' TV Show Teaches Murder Suspect To Hide Bodies: Cops
U2423,user_2,Crime,California Man Gets Second Life Term For Synagogue Attack
U8176,user_3,Entertainment,Kim Kardashian's Resemblance To Cher For Halloween Is Truly Uncanny
U2472,user_1,Tech,Google To Expand Its Superfast Fiber Internet Service
U6530,user_1,Tech,Google Maps Just Made It Easier To Figure Out Where You're Going
U5421,user_1,Tech,New York City Will Replace Pay Phones With Wi-Fi Hotspots
U4408,user_3,Entertainment,Quentin Tarantino Continues Work On 'Hateful Eight'
U4919,user_2,Crime,Ex-Officer Convicted In Matthew Ajibade Case Allowed To Serve Time On Weekends
U7171,user_1,Tech,Autocorrect Fail Leads To Delightful Birthday Cake Mistake
U0343,user_2,Crime,Abusive Mother Tried To Sew Daughter's Mouth Shut: Cops
U2446,user_3,Entertainment,'Spotlight' And 'Truth' Shine Brighter Than 'Trumbo' At The Toronto Film Festival
U7785,user_3,Entertainment,Dwayne Johnson Remembers When His Family Couldn't Afford Thanksgiving Dinner
U1194,user_2,Crime,Oakland Fire Is Deadliest In U.S. Since 2003
U2918,user_1,Tech,iTunes Is Illegal Under UK Copyright Law
U7395,user_2,Crime,Ronald McDonald Wounded In Shootout Outside Sonic Restaurant
U2524,user_2,Crime,Two Victims Shot On Texas Southern University Campus
U3068,user_3,Entertainment,Andraé Crouch: An Artist for the Ages
U6181,user_1,Tech,Swarm Of 100 Drones Dance To Beethoven's 'Symphony No. 5' In The Night Sky
U5314,user_1,Tech,Amazon Prime Got A Big Boost This Holiday Season
U7865,user_2,Crime,"Brandy Lee Rose Devine, Mom Who Let Baby Starve During Meth Binge, Gets 15 Years For Child's Death"
U7833,user_3,Entertainment,Ariana Grande Restarts Her Tour By Reminding Everyone She's A Patriot
U1580,user_3,Entertainment,Mephisto at the Crossroads
U5574,user_3,Entertainment,Newly Inked Demi Lovato Wants You To Know She's Not A Tattoo Copycat
U5310,user_2,Crime,Child Sex Offender Awarded Joint Custody Of Victim’s Kid: Attorney
U6782,user_2,Crime,Authorities Find Body Of Toddler Snatched By Gator Near Disney Resort
U0394,user_1,Tech,HTC One Smartphones Announced At Mobile World Congress
U1052,user_3,Entertainment,Here Are The Best Reactions To Tom Brady Leaving The Patriots
U3851,user_2,Crime,Man Dies After Breaching TSA Checkpoint At Honolulu Airport
U1636,user_2,Crime,"Family's Fatal Cliff Car Crash Likely Was Intentional, Police Say"
U1634,user_3,Entertainment,The Top 5 Most Preposterous Scenes in The Desolation of Smaug
U8521,user_3,Entertainment,"The Strange Intimacy Of 'Serial,' Podcast Of The Year"
U5277,user_1,Tech,Watch The Top 9 YouTube Videos Of The Week
U1650,user_1,Tech,New Trends in Wearable Technology
U4085,user_1,Tech,"Apple I Auction: Sotheby's Puts First Wozniak, Jobs Device On The Block For $180,000"
U3497,user_3,Entertainment,"VICE's Dutch Indie Drama, 'Prince,' Stars The 'Justin Bieber Of The Netherlands'"
U3688,user_1,Tech,Uber Now Valued At Almost $51 Billion: WSJ
U6090,user_2,Crime,Preppi Killer Robert Chambers Case Revisted on 48 Hours
U8630,user_2,Crime,White Supremacist Charged With Terrorism After Alleged Attempt To Derail Train
U9016,user_1,Tech,What Silicon Valley Executives Keep Getting Wrong About Education
U6422,user_2,Crime,Escaped Inmate Richard Matt Was Drunk At Time Of Death: Autopsy
U5020,user_2,Crime,Suicide Suspected In Death Of Army Vet Charged With Executing Her Dog On Video
U0130,user_2,Crime,Survivors Gather In Solidarity At Oklahoma City Bombing's 20th Anniversary
U7963,user_3,Entertainment,"'Inside Llewyn Davis' Cleans Up At National Society of Film Critics Awards, James Franco Surprises"
U9234,user_3,Entertainment,Kim Kardashian Calls Out Congress For Failing To Close The 'Terror Gap'
U2365,user_1,Tech,Amazon Launches 'Secret' Cloud Service For Intelligence Agencies
U4455,user_2,Crime,Mom Thwarts Potential School Shooting After Alerting Cops To Son’s Plans
U2136,user_1,Tech,Pirate Bay Founder Arrested In Cambodia
U8969,user_3,Entertainment,Right-Wing Conspiracy Theory About Alabama Election Gets A Brutal Reality Check
U6526,user_2,Crime,At Least 26 Dead In Shooting At Texas Baptist Church
U3598,user_2,Crime,Remains Of Minnesota Boy Missing Since 1989 Found
U7458,user_3,Entertainment,Chris Gethard's 'Career Suicide' Blurs The Line That Separates Tragedy And Comedy
U2122,user_2,Crime,Police Hunting For Baby Allegedly Thrown In Creek By Mom
U6734,user_3,Entertainment,A Conversation With Adam Ant
U9484,user_2,Crime,Texas Man Charged With Capital Murder In Adopted Daughter's Death
U5100,user_2,Crime,"Daniel Clement Chafe, Rape Suspect Fugitive, Captured After 15 Years"
U1565,user_1,Tech,Here's How This Guy Took A Pioneering Selfie In 1935
U8706,user_3,Entertainment,North West Works The Photo Booth At Kylie and Kendall's Graduation Party
U6329,user_3,Entertainment,Rihanna Accused Of Plagiarizing 'Bitch Better Have My Money'
U5257,user_1,Tech,iPhone 5S Release And A Possible (Not Possible) Launch Date: This Week In Apple Rumors
U0974,user_2,Crime,Man Convicted Of Killing His First Family Pleads Guilty To Slaying His Second
U8767,user_1,Tech,"TechBargains Weekly Deals: Smart Sprinklers, TurboTax And The Best Deal On A North Face Laptop Bag"
U9382,user_1,Tech,RIP Flash: Adobe Is Phasing Out The Much-Loathed Brand
U6928,user_1,Tech,Samsung Announces Two Really Large New Phones
U4249,user_2,Crime,"Airline Passenger Arrested After Allegedly Saying, 'I Kill White People Like You'"
U4117,user_3,Entertainment,Kevin Hart Reportedly In Talks To Become Your New Favorite Hollywood Santa Claus
U8814,user_1,Tech,Here's What New York City's Boroughs Should Look Like If They Were Redrawn Today
U1284,user_1,Tech,"iPhone 6 With Fingerprint Detection, New iPad's Weight Loss And Release Dates: This Week In Apple Rumors"
U0710,user_2,Crime,Toddler Suffocates Under Beanbag Chair When Day Care Worker Sits On It
U0225,user_3,Entertainment,Fleetwood Mac's Lindsey Buckingham And Christine McVie Are Working On A Duets Album
U3420,user_3,Entertainment,Kevin Spacey Reportedly Investigated By UK Police For 2008 Assault
U9881,user_3,Entertainment,"The Doha Ajyal Diaries: The Islamic Art Museum, Souk Waqif and 'Made in Qatar'"
U8885,user_2,Crime,Man Convicted Of Killing His First Family Pleads Guilty To Slaying His Second
U5704,user_1,Tech,Two Men Fall Off A Cliff While Playing 'Pokemon Go' In San Diego
U8507,user_2,Crime,Charleston Church Shooter Dylann Roof Pleads Guilty To State Murder Charges
U3646,user_2,Crime,NYC Jail Violence On The Rise: Report
U7562,user_1,Tech,iPhone Sales Decline For The First Time Ever
U1350,user_3,Entertainment,'Dance Moms' Star Abby Lee Miller Due In Court On Fraud Charges
U4113,user_1,Tech,Annoying Facebook Friends: 7 Reasons Why People Don't 'Like' Your Posts
U2801,user_2,Crime,Colorado Shooter's Urge to Kill Could Set Him Free
U1246,user_1,Tech,"Unlocking iPhone Would Expose 'Hundreds Of Millions' To Cyber Attacks, Apple Says"
U5718,user_2,Crime,Austin Police Officer Caught On Video Allegedly Pepper-Spraying Handcuffed Man
U1264,user_2,Crime,"California College Student In Stabbing Spree Was Inspired By ISIS And Acted Alone, FBI Says"
U3802,user_2,Crime,"Texas Man Kills Co-Worker, Then Takes Own Life"
U1160,user_2,Crime,"Indian Grandfather Paralyzed By Alabama Cop Was Not Threatening, Colleague Testifies"
U2790,user_2,Crime,Suit Accuses Milwaukee Sheriff Of Abuse Of Power In Airport Incident
U9760,user_1,Tech,How Black Twitter Helped Take Down The Confederate Flag
U7371,user_1,Tech,California Can Teach The Rest Of Us An Important Lesson In Digital Privacy
U6349,user_2,Crime,The Slender Man Stabbings: Is Everything About the Suspects Based on Fiction?
U8549,user_2,Crime,Woman Accused Of Poisoning Friend With Cheesecake In Identity Theft Plot
U9572,user_3,Entertainment,What To Watch On Hulu That’s New This Week
U2033,user_1,Tech,Kuwait Twitter User Sentenced To 2 Years In Prison For Insulting Emir
U0820,user_1,Tech,Mom Creates Dreamlike Art Using Just Her iPhone And Kids
U4755,user_1,Tech,Twitter Plans Company-Wide Layoffs For Next Week
U7903,user_3,Entertainment,Disconnect: A Movie About All of Us
U0927,user_3,Entertainment,Amazon May Bring Back Patrick Warburton's 'The Tick'
U2781,user_3,Entertainment,"The Hero Gotham Deserves, But Not The One 'Justice League' Needs"
U0788,user_3,Entertainment,ReThink Review: American Sniper -- Can There Be Heroes on the Wrong Side of History?
U0477,user_3,Entertainment,'Booker's Place': Exploring the South's Troubled Legacy of Race
U2804,user_2,Crime,Two Mississippi Police Officers Killed In Shootout With Suspect
U0399,user_2,Crime,Man Falls Asleep At Intersection. What Cops Say Happens Next Is Pure Florida
U6547,user_3,Entertainment,"'Twilight: Breaking Dawn Part 2,' Christina Aguilera's 'Lotus,' One Direction's 'Take Me Home' Reviews and More: The Week In Ouch"
U5459,user_2,Crime,Passenger Arrested After In-Flight Yoga Session Turns Violent
U5810,user_3,Entertainment,"James Michael Tyler, Who Played Gunther In ‘Friends,’ Dies At Age 59"
U2261,user_1,Tech,Take A Virtual Reality Tour Around The White House This Christmas
U0384,user_2,Crime,James Holmes Defense Make Final Appeal For Mercy
U2646,user_2,Crime,Idaho Police Department Thanks 'Heroic' Nurse For Standing Up To Utah Cop
U1949,user_2,Crime,Police Violence: The Symptoms Of Deeper Societal Issues?
U3246,user_2,Crime,Body Of Child Found Along Highway 'Consistent' With Missing Boy
U3216,user_2,Crime,Police Arrest Man Suspected Of Vandalizing Colorado Mosque
U9326,user_2,Crime,Here's Everything We Know About The Baton Rouge Shooter
U7006,user_3,Entertainment,Jordan Klepper Shares Never-Before-Seen Video From 'Awful' Day Of Insurrection
U7719,user_1,Tech,How To Spot Twitter Propaganda: Study
U3109,user_1,Tech,'Dear Santa' Letter With Full Amazon Link Is So 2013 It Hurts
U7496,user_3,Entertainment,Let's Raise A Glass To Pink For Gleefully Slamming The Troll Who Hacked Her Instagram
U8325,user_1,Tech,Stop Everything And Check Out HuffPost's Hot New Viber Stickers
U8814,user_1,Tech,NORAD Santa Tracker 2012 Lets You Follow Claus Online Christmas Eve
U3098,user_1,Tech,Sheryl Sandberg Donated $31 Million In Facebook Stock To Charity
U2277,user_2,Crime,"If We're Keeping the Death Penalty, Then Bring Back Firing Squads"
U7457,user_2,Crime,Teen Behind Laser Cat Yearbook Photo Dies
U9262,user_3,Entertainment,This 'Trapped' Clip Is A Snapshot Of America's Thorny Abortion Laws
U0481,user_3,Entertainment,"Ed Sheeran Has COVID, Will Do Performances From Home"
U0433,user_2,Crime,Maraschino Cherry Factory Owner Fatally Shoots Self During Drug Raid
U6124,user_2,Crime,"NYPD Officers Fire 84 Shots At Suspect, Miss 83 Times"
U1142,user_1,Tech,Facebook's Targeted Ads Could Be Used To Exclude Certain Races
U3270,user_3,Entertainment,Kevin Richardson Vampire Movie: From Backstreet Boy To Bloodsucker
U4077,user_1,Tech,Unintended Consequences of FTC's New COPPA Children's Online Privacy Rules
U4194,user_3,Entertainment,Jewel Says She Has Been Sexually Harassed Since She Was 8 Years Old
U3171,user_1,Tech,"We're Getting Closer To Leaving Home Without Phones, And This Thing Is The Key"
U4382,user_2,Crime,Man Is Fatally Shot By Police Responding To Burglary At His Home
U5079,user_1,Tech,Women In Tech: An Interview With Wendy Lea
U6944,user_2,Crime,Janice Dickinson Says She Won't Feel 'Vindicated' Until Cosby Is Jailed
U8985,user_1,Tech,Alphabet's Google Beats Oracle In $9 Billion Android Trial
U7940,user_2,Crime,State Sanctioned Murder:  A Good Man's Opinion
U5860,user_1,Tech,Twitter's Shareholders Don't Believe The Company Can Transform
U2285,user_1,Tech,Apple No Longer Saying Its Maps Are 'The Most Powerful'
U8438,user_3,Entertainment,Tell Us Why Donald Trump Seemingly Keeps Using Backstreet Boys Lyrics
U9209,user_2,Crime,New York Man Arrested In Fatal Stabbing Of Homeless Mother And Children
U3524,user_2,Crime,LAPD Chief: Carnell Snell Jr. Was Holding Gun Before Fatal Police Shooting
U5204,user_2,Crime,Vekol Valley Killings: 5 Burned Bodies Found In Smoldering SUV
U0496,user_2,Crime,Texas Lawmaker Recovering After Hit By Stray Bullet While Celebrating New Year
U3363,user_1,Tech,FaceTime Users Urged To Disable App Over Eavesdropping Bug
U8310,user_3,Entertainment,Sleep With The Lights On -- New 'American Horror Story: Hotel' Teasers Are Here
U9318,user_1,Tech,HyperCard: The Original Bridge Over the Digital Divide
U1832,user_1,Tech,Why Some People In The U.S. Still Don't Have Internet Access
U5390,user_1,Tech,What Not To Post On Facebook In Each Of The 50 States
U7245,user_2,Crime,FBI: Suspected Islamic State Backer Held For New York Attack Plot
U4595,user_1,Tech,Cell Phone Radiation Is Getting Attention From The FCC
U2399,user_2,Crime,Florida Mom Allegedly Threatens Day Care Worker With Machete
U7160,user_3,Entertainment,The Only Good Part Of The Oscars Was Its Blackest: Tiffany Haddish And Maya Rudolph
U9330,user_2,Crime,Accused Casino Robber Tried To Disguise Himself With Blackface
U6264,user_1,Tech,Mozilla CEO's Resignation Sparks Debate In Silicon Valley
U4394,user_1,Tech,Blueseed Raising Money To Park Ship Full of Startups Near SF
U9901,user_2,Crime,"Michelle Knight May Need Facial Reconstruction Surgery, Grandmother Says"
U2140,user_3,Entertainment,‘Normal People’ Is The Prestige Show Teen Romance Fans Deserve
U1893,user_2,Crime,Suspected Gunman Shot Dead By Journalist Reportedly Identified
U9430,user_2,Crime,Officer Charged With Murder In Shooting Death Of Justine Damond
U9941,user_2,Crime,Texas Halts Execution Of Non-Triggerman Over Questions Of 'Dr. Death' Testimony
U5389,user_2,Crime,"Former Cop Charged After 2 Police Dogs Die In His Care, 4 Years Apart"
U5923,user_3,Entertainment,Alec Baldwin Endorses Charlie Brown For President
U8598,user_1,Tech,Would Anyone Be Able To Cook A Turkey Without Google's Help?
U0055,user_1,Tech,4 Gift Ideas To Teach Young Kids How To Code
U2708,user_1,Tech,The Disappointing Contradictions of WhatsApp Being Acquired By Facebook
U0834,user_3,Entertainment,JonBenet Ramsey’s Brother Responds To Suspicions That He Killed His Sister Despite Not Being A Suspect
U2676,user_2,Crime,"Tonya Couch, Mother Of Fugitive 'Affluenza' Teen, Extradited To U.S."
U1212,user_1,Tech,Keyless Cars Have Killed More Than 2 Dozen People Since 2006: Report
U3512,user_3,Entertainment,Stare Deep Into Kendall Jenner's Eyes While She Tells You To 'Rock The Vote'
U7159,user_2,Crime,Day Of Reckoning Nears For Accused Boston Marathon Bomber
U3299,user_2,Crime,Search For Killer Underway After Google Employee Found Dead In Woods
U5235,user_2,Crime,Watch Officer React When Murder Suspect Grabs His Gun
U2123,user_1,Tech,Apple’s Fall iPhone Event To Be Held Sept. 9
U3743,user_2,Crime,St. Louis Riot Police Break Up Protest Over Acquittal Of Former Cop
U9945,user_2,Crime,California Man Gets Second Life Term For Synagogue Attack
U4519,user_2,Crime,Wealthy Texas Couple Accused Of Enslaving Young Woman For 16 Years
U3813,user_2,Crime,Brock Turner's Sentence Will Be Even Shorter Than You Think
U9527,user_1,Tech,Ashley Madison Hackers Taunt CEO In New Data Dump: Report
U0273,user_3,Entertainment,Miranda Lambert And Shania Twain Have A Girls' Night Out
U6670,user_3,Entertainment,Matthew McConaughey At Sundance: 'Mud' Star Will Never Give Up His 'All Right' Catchphrase
U2739,user_2,Crime,Woman Who Pulled Over Cop Says Police Union Boss Is Bullying Her Online
U0724,user_3,Entertainment,Yara Shahidi Says 'Black-ish' Helped Her Embrace Being Mixed Race
U2315,user_3,Entertainment,Tom Hanks Brags How ‘Smokin’ Hot’ Rita Wilson Is After 29 Years Of Marriage
U0203,user_1,Tech,"Smartphones May Actually Be Killing TV, New Nielsen Data Shows"
U3639,user_1,Tech,This Is Not Your Father's Microsoft
U6614,user_1,Tech,Your Sex Toys Could Be Vulnerable To Cyberattack
U7199,user_2,Crime,'Weaponized Marijuana' Is Allegedly The New Scary Drug In New York City
U2019,user_1,Tech,New York Wants To Make It Easier For New Yorkers To Say Their Piece
U3800,user_3,Entertainment,Man Who Has Been Arrested Over 15 Times Says He Wouldn’t Have To Yell If Family Would Just Obey His Rules
U8891,user_1,Tech,Listen To Siri's Great Answer If You Ask About People With Disabilities
U8515,user_1,Tech,In Defense Of Tinder's Twitter 'Meltdown'
U5735,user_3,Entertainment,All The Actors You Probably Forgot Were On 'Downton Abbey'
U8537,user_2,Crime,Mom Gives Gang Member Son Ride To Shoot Someone: Cops
U9521,user_2,Crime,Chelsea Bomber Ahmad Rahimi Found Guilty
U5992,user_2,Crime,Understanding Criminogenic Behavior Among Juveniles
U9103,user_3,Entertainment,Kim Kardashian West Held At Gunpoint In Paris By Men Dressed As Police Officers (UPDATE)
U1021,user_3,Entertainment,Leo Skips Lunch at The Four Seasons and Other Outrageous Acts: The Wolf of Wall Street
U7428,user_2,Crime,Feds Raid Alleged 'Maternity Tourism' Hotels That Help Pregnant Foreign Women Give Birth In U.S.
U9635,user_1,Tech,Hail to the Thief: Clinton Speech B-Roll Opens Door to ID Theft
U1544,user_1,Tech,Mark Zuckerberg Will Take 2 Months Of Paternity Leave
U8625,user_2,Crime,Eagle Scout Finds Remains Of Suspect In 2010 Shooting
U3591,user_2,Crime,Book Burning Sparked Florida Wildfire That Destroyed 10 Homes: Officials
U0641,user_3,Entertainment,3 Actresses Reportedly Testing For Sarah Connor In New 'Terminator'
U0657,user_2,Crime,1 Person Found Dead After Explosion Rocks Site Of Alleged Domestic Hostage Situation
U4633,user_2,Crime,Son Of 'Mother Of The Year' Explains His Scolding During Baltimore Riots
U2195,user_2,Crime,Louisiana Cops Arrested For Killing 6-Year-Old Boy
U6953,user_1,Tech,Stanfords VR Lab Offers Wild Glimpse of the Future
U8053,user_2,Crime,Etan Patz's Killer Sentenced To At Least 25 Years In Prison
U0843,user_2,Crime,Veteran Reportedly Helped Guide Dozens To Safety During Orlando Shooting
U9222,user_3,Entertainment,Zendaya Calls Out Store Clerk For Refusing To Help Her Because Of Her 'Skin Tone'
U7949,user_1,Tech,"First White House Chief Technology Officer, Aneesh Chopra, Steps Down"
U1781,user_1,Tech,iPhone Sales Decline For The First Time Ever
U9133,user_3,Entertainment,"RIP Bob Schiller: Radio Writing Wasn't Working, So He Sent Lucy Out to Stomp Some Grapes"
U8237,user_3,Entertainment,Guy's Review Of A Long Island Rest Stop Is Worth Pulling Over For
U4115,user_3,Entertainment,Chester Bennington's Wife Shares Video Of Him Laughing Hours Before His Death
U5090,user_2,Crime,"John Thompson Sexually Assaults 7-Year-Old Girl, Says She Forced Him To Do It"
U3615,user_2,Crime,Navy Hospital Staffers Removed After Sharing Disturbing Photos Of Newborns
U3370,user_2,Crime,Chelsea Johnson Murder: George Donald Davis Named 'Person Of Interest' In Ohio Teen's Death
U0670,user_3,Entertainment,Debra Messing Had The Best Zing Of The Night After Justin Bieber's Grammys Performance
U2810,user_3,Entertainment,Khloé Kardashian Finally Reveals Her Pregnancy In Emotional Instagram
U0765,user_1,Tech,Apple's Marketing Of iPad 4G Access Probed By UK Regulators
U6447,user_3,Entertainment,'Scandal' Star Columbus Short Arrested Again
U4779,user_2,Crime,"2-Month-Old Baby, 2 Others Gunned Down Inside Utah Home"
U2062,user_2,Crime,Decades Of Sexual Abuse At Elite Connecticut School Documented In Report
U0903,user_3,Entertainment,Marvel's 'Daredevil' Series Has Found Its Foggy Nelson!
U2643,user_2,Crime,Judge Orders Release Of 'Making A Murderer' Subject Brendan Dassey
U7112,user_2,Crime,"Blind Judge Makes History, Joins Michigan's Supreme Court"
U5135,user_3,Entertainment,Hannibal Buress Hired A ‘Look-Alike’ To Go To 'Spider-Man' Premiere For Him
U2651,user_2,Crime,"Joshua Hakken, Suspected Kidnapper, May Have Taken Sons To Sea In Sailboat"
U7127,user_2,Crime,America's Children: The Trials of Growing Up in a Police State
U0735,user_3,Entertainment,Chrissy Teigen Shares Another Topless Photo After Instagram Removes NSFW Pic
U2314,user_3,Entertainment,"I Agree -- ""It's Time: Jean Claude Van Damme, with Bruce Buffer 'VOTO'"""
U1901,user_3,Entertainment,Watch A New Scene And Promo From 'The Walking Dead' Season 6
U4601,user_2,Crime,Judge Rejects Requests To Postpone Boston Bombing Trial
U7409,user_1,Tech,Uber Just Took A Huge Step Toward Integrating With Mass Transit
U1169,user_1,Tech,Your Data for Black Friday and Cyber Monday Deals
U3664,user_1,Tech,"iPhone 5 Release Date, iPad Mini And New MacBook Pro: This Week In Apple Rumors"
U8811,user_3,Entertainment,Rihanna Accused Of Plagiarizing 'Bitch Better Have My Money'
U8256,user_3,Entertainment,The Leftovers Recap: Did They Really Do It? in 'Cairo'
U8799,user_2,Crime,"LAPD Hacked Into iPhone Of Slain Wife Of 'Shield' Actor, Documents Show"
U3467,user_3,Entertainment,Steve Carell Teases 'The Office' Reboot During 'SNL' Monologue
U8921,user_3,Entertainment,Joy Behar Responds To Michael Flynn Guilty Plea With Pure Joy
U1125,user_2,Crime,Officer Slain During Violent Weekend In Indianapolis
U6350,user_3,Entertainment,Laurie Hernandez Cha-Chas Her Way Into Our Hearts With First Dance On 'Dancing With The Stars'
U7872,user_1,Tech,Windows 8: Game Over Man!
U0465,user_3,Entertainment,Ashlee Simpson And Evan Ross Welcome Baby Girl
U6372,user_1,Tech,"Data Mining Can Help, Immediately"
U3522,user_1,Tech,2012 Taught Apple How To Say Sorry
U3154,user_1,Tech,Elon Musk’s Boring Company To Build High-Speed Transit Network In Chicago
U6835,user_2,Crime,Knockout Game Attacks Leave Unsuspecting Victims Unconscious For No Reason
U6890,user_3,Entertainment,My One (and Only) Duck Dynasty Post
U4802,user_2,Crime,Police Union Doesn't Want Mayor At Cop Funerals
U1653,user_1,Tech,How to Control Facebook App Privacy (VIDEO)
U6727,user_1,Tech,Global Cyber Attack Eases Due To One Researcher's Quick Thinking
U5519,user_2,Crime,Cabbie Drives Self To Police Station After Getting Shot In The Face In East Orange
U6877,user_2,Crime,1 Dead In Accident At Disney World Racing Attraction
U3417,user_2,Crime,Washington Teen Broke Up With Girlfriend Before Deadly Shooting: Reports
U3112,user_3,Entertainment,10 Crazy '90s TV Moments That You Would Never See on the Small Screen Today
U9408,user_3,Entertainment,Kimberly Guilfoyle’s ‘Screams’ Scare Stephen Colbert Right Off His Chair
U9625,user_1,Tech,Holiday Swag With Karma Points: Ink Dwell and DodoCase Launch Stylish iPad Cases
U0028,user_2,Crime,Missing Boy Found Alive Near Remote Mountain Lake
U9864,user_1,Tech,DeadSocial: Social Networking Site Helps You Contact Friends And Family From Beyond The Grave
U2140,user_2,Crime,Suspect 'Calm And Laughing' After Allegedly Killing Vermont Social Worker
U5232,user_3,Entertainment,Richard Pryor’s Daughter Denies That He Slept With Marlon Brando
U9497,user_3,Entertainment,Ryan Gosling Pays Tribute To Debbie Reynolds With Touching Speech
U9997,user_2,Crime,Dad Shoots Daughter While Teaching Her About Gun Safety
